Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
black mold on studs,1,1,50,9,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.03,0,"[18,18,18,18,18,18,18,18,100,100,100,100]",2025-11-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Ads middle, AI overview",informational,People also ask
mold under baseboards,26,26,90,19,8.59,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.13,3880000,"[100,19,19,14,33,52,23,66,42,23,19,52]",2025-12-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mold under baseboards,28,28,90,19,8.59,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.13,3880000,"[100,19,19,14,33,52,23,66,42,23,19,52]",2025-12-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
restoration miami,10,10,90,21,5.59,https://totalcarerestoration.com/water-damage-restoration/residential/miami/,0,0,0.00,0.06,14600000,"[78,35,50,64,35,50,64,50,100,100,78,78]",2025-12-29,"Local pack, Video, Related searches",commercial,Organic
restoration miami,35,35,90,21,5.59,https://totalcarerestoration.com/,0,0,0.00,0.06,14600000,"[78,35,50,64,35,50,64,50,100,100,78,78]",2025-12-29,"Local pack, Video, Related searches",commercial,Organic
miami mold testing,28,28,30,22,19.11,https://totalcarerestoration.com/mold-inspection/,0,0,0.00,0.28,3670000,"[7,7,14,100,14,14,7,21,50,35,21,7]",2025-12-26,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
smoke cleanup company,22,22,70,29,0.00,https://totalcarerestoration.com/services/fire-restoration/,0,0,0.00,0,23900000,"[11,11,11,11,52,64,29,64,100,100,52,23]",2025-12-24,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",informational,Organic
miami tsunami 2025,40,40,480,26,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,10100000,"[0,0,0,0,0,100,24,8,5,27,1,1]",2025-12-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
professional water damage restoration service,28,28,40,46,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/coral-springs/,0,0,0.00,0.04,21200000,"[0,22,44,77,33,44,100,77,55,0]",2025-12-27,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
residential property damage restoration,37,37,70,59,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/boca-raton/,0,0,0.00,0.33,29800000,"[11,11,17,23,52,17,29,23,82,100,52,29]",2026-01-02,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
residential property damage restoration,40,40,70,59,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/kendall/,0,0,0.00,0.33,29800000,"[11,11,17,23,52,17,29,23,82,100,52,29]",2026-01-02,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
how fast can mold grow on drywall,54,54,90,8,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.01,1100000,"[50,50,35,50,50,64,78,50,78,100,78,50]",2025-12-20,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
water movers,12,12,70,11,3.22,https://totalcarerestoration.com/the-role-of-air-movers-in-drying-out-a-flooded-space/,0,0,0.00,0.52,47300000,"[10,10,14,14,14,2,10,14,14,22,18,14]",2025-12-13,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
water damage restoration reviews,1,1,110,31,11.71,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0.66,25400000,"[34,6,6,6,9,15,28,28,28,100,81,65]",2025-11-30,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,People also ask
west palm beach mold removal,49,49,110,20,24.19,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0.82,4190000,"[33,33,42,52,100,52,52,42,42,42,66,66]",2025-12-25,"Local pack, Related searches",commercial,Organic
west palm beach mold removal,50,50,110,20,24.19,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0.82,4190000,"[33,33,42,52,100,52,52,42,42,42,66,66]",2025-12-25,"Local pack, Related searches",commercial,Organic
dehumidifier for drying carpet,56,56,210,19,1.39,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,0.12,0,"[15,15,15,15,19,15,81,29,100,15,36,12]",2025-11-16,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
water damage restoration west san antonio tx,7,7,40,18,0.00,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0,2200000,"[71,100,100,28,14,28,42,42,42,100,71,0]",2025-11-30,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
lifespan of cast iron sewer pipe,96,96,70,1,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.06,426000,"[5,6,6,3,6,5,3,3,5,8,5,6]",2025-12-26,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
home damage restoration companies,83,83,40,62,23.90,https://totalcarerestoration.com/services/water-restoration/,0,0,0.00,0.71,49500000,"[100,0,0,0,3,0,3,3,3,3,21,28]",2025-11-06,"Local pack, Sitelinks, Video, Ads bottom, Related searches, Discussions and forums",commercial,Organic
mold and mildew drywall,74,74,30,10,1.67,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.51,1870000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2025-10-22,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
tsunami miami 2025,62,62,260,25,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,8800000,"[0,0,0,1,100,13,11,16,16,0,3,2]",2026-01-01,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
cast iron sewer pipe replacement,22,22,30,6,8.04,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.51,3000000,"[6,9,6,9,9,6,9,6,6,15,12,9]",2025-12-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to dry out,33,33,90,16,0.00,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0.01,2390000000,"[64,50,50,50,50,64,64,78,100,78,64,78]",2025-12-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cast iron plumbing lifespan,83,83,50,0,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.01,967000,"[100,18,100,27,27,45,45,36,45,63,63,63]",2026-01-01,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how do you treat mold on wood,66,66,30,18,0.44,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.55,38300000,"[7,3,0,11,0,0,0,100,0,3,3,3]",2025-12-25,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
ozone machine mold,79,79,320,13,1.17,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.91,2610000,"[54,35,100,81,43,66,43,81,66,81,81,100]",2025-12-01,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
clean up smoke damage,24,24,480,10,13.81,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.63,9,"[14,32,59,39,100,72,72,72,48,17,17,14]",2025-11-19,"Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
is drywall porous,28,28,140,2,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0,2030000,"[33,52,52,52,52,52,42,52,100,100,80,66]",2025-12-29,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
ozone fire,55,55,260,42,0.00,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0,33100000,"[9,7,72,11,7,32,100,26,7,32,26,14]",2025-12-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
mold along baseboard,60,60,70,3,8.59,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.13,10,"[23,33,19,14,0,9,19,52,9,66,52,100]",2025-11-24,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Popular products, Related searches, AI overview",informational,Organic
mold along baseboard,95,95,70,3,8.59,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.13,10,"[23,33,19,14,0,9,19,52,9,66,52,100]",2025-11-24,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Popular products, Related searches, AI overview",informational,Organic
storm damage cleanup fort lauderdale,10,10,70,18,0.00,https://totalcarerestoration.com/storm-damage-restoration/residential/fort-lauderdale,0,0,0.00,0,1220000,"[33,55,77,55,100]",2025-12-26,"Local pack, Sitelinks, Video, Featured snippet",informational,Organic
storm damage cleanup fort lauderdale,30,30,70,18,0.00,https://totalcarerestoration.com/problems/wind-damage-restoration/fort-lauderdale/,0,0,0.00,0,1220000,"[33,55,77,55,100]",2025-12-26,"Local pack, Sitelinks, Video, Featured snippet",informational,Organic
storm damage cleanup fort lauderdale,50,50,70,18,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/fort-lauderdale/,0,0,0.00,0,1220000,"[33,55,77,55,100]",2025-12-26,"Local pack, Sitelinks, Video, Featured snippet",informational,Organic
storm damage cleanup fort lauderdale,52,52,70,18,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/fort-lauderdale/,0,0,0.00,0,1220000,"[33,55,77,55,100]",2025-12-26,"Local pack, Sitelinks, Video, Featured snippet",informational,Organic
does ozone machine work,45,45,70,22,0.29,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0.07,29500000,"[35,28,21,100,0,0,64,50,35,50,78,50]",2025-12-16,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
long-term roof tarp,17,17,390,12,1.70,https://totalcarerestoration.com/should-i-install-a-roof-tarp-now-or-wait-to-replace-my-roof/,0,0,0.00,0.97,1480000,"[44,29,29,36,36,36,44,44,81,100,100,81]",2026-01-04,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
long-term roof tarp,19,19,390,12,1.70,https://totalcarerestoration.com/should-i-install-a-roof-tarp-now-or-wait-to-replace-my-roof/,0,0,0.00,0.97,1480000,"[44,29,29,36,36,36,44,44,81,100,100,81]",2026-01-04,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
long-term roof tarp,73,73,390,12,1.70,https://totalcarerestoration.com/benefits-shrink-wrapping-roof-blue-tarps/,0,0,0.00,0.97,1480000,"[44,29,29,36,36,36,44,44,81,100,100,81]",2026-01-04,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
restore personal belongings after smoke,1,1,50,5,0.00,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0,159000000,"[22,77,77,55,77,100,55,0]",2025-12-23,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,AI overview
how to eliminate mold on drywall,74,74,590,17,0.60,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.5,1910000,"[13,4,13,8,5,3,1,79,100,2,36,66]",2025-11-26,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
ozonator for mold,74,74,260,8,1.19,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.9,368000,"[29,100,29,44,29,29,36,23,15,23,54,29]",2026-01-02,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
smoke damage smell removal,79,79,50,29,11.01,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.09,13900000,"[18,18,18,18,100,100,18,36,45,63,63,100]",2025-12-11,"Local pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
smoke and soot removal services experts,18,18,70,28,0.00,https://totalcarerestoration.com/top-5-soot-cleaning-services/,0,0,0.00,0,4240000,"[22,44,55,55,77,100,100,100,44]",2025-12-09,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
restore restoration company,88,88,70,48,14.13,https://totalcarerestoration.com/miramar-restoration-services/,0,0,0.00,0.49,10,"[23,19,14,19,19,23,19,14,23,23,80,100]",2025-11-15,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",commercial,Organic
water extraction deerfield beach,12,12,50,7,0.00,https://totalcarerestoration.com/problems/slab-leak-water-damage/deerfield-beach/,0,0,0.00,0,337000,"[28,100,100,100,71]",2026-01-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
water extraction deerfield beach,30,30,50,7,0.00,https://totalcarerestoration.com/problems/washing-machine-overflow-damage/deerfield-beach/,0,0,0.00,0,337000,"[28,100,100,100,71]",2026-01-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
water extraction deerfield beach,46,46,50,7,0.00,https://totalcarerestoration.com/problems/slab-leak-water-damage/deerfield-beach/,0,0,0.00,0,337000,"[28,100,100,100,71]",2026-01-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
water extraction deerfield beach,88,88,50,7,0.00,https://totalcarerestoration.com/problems/toilet-overflow-cleanup/deerfield-beach/,0,0,0.00,0,337000,"[28,100,100,100,71]",2026-01-04,"Local pack, Video, People also ask, Related searches",commercial,Organic
ozonator to remove smoke odor,60,60,30,17,1.10,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,1,75300,"[18,18,18,18,100,18,18,18,18,18,18,18]",2025-12-13,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
shrink wrap roof tarp,7,7,40,1,5.23,https://totalcarerestoration.com/benefits-shrink-wrapping-roof-blue-tarps/,0,0,0.00,0.19,286000,"[78,21,14,21,21,21,14,14,21,35,35,35]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
professional water drying,42,42,50,16,0.00,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0,9,"[42,100,100,71,100,100,71]",2025-11-25,"Image pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
professional water drying,58,58,50,16,0.00,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0,9,"[42,100,100,71,100,100,71]",2025-11-25,"Image pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
professional water drying,59,59,50,16,0.00,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0,9,"[42,100,100,71,100,100,71]",2025-11-25,"Image pack, Sitelinks, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
emergency tarping services,58,58,110,16,0.00,https://totalcarerestoration.com/emergency-roof-tarping/,0,0,0.00,0.03,4750000,"[11,15,7,19,26,26,42,53,65,100,100,53]",2025-12-11,"Video, People also ask, Related searches, AI overview",informational,Organic
which of the following is true about negative pressure systems,24,0,90,11,0.00,https://totalcarerestoration.com/how-negative-pressure-prevents-mold-spread/,0,0,0.00,0,270000000,"[33,23,100,80,52,42,42,23,23,23,66,14]",2026-01-05,"Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
mold on studs behind drywall,12,12,50,8,3.23,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.33,1500000,"[34,26,19,19,19,7,7,15,7,42,11,7]",2025-12-18,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
ozone generator safety guidelines,21,21,50,15,0.00,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,0,976000,"[100,100,100,80]",2025-12-25,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
flushing portable toilets,4,4,50,3,1.49,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,1,16500000,"[12,0,0,3,100,6,3,3,12,15,28,21]",2025-11-29,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
fire damage west palm beach,29,29,50,1,0.00,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0,6790000,"[42,42,57,71,71,71,57,71,71,100,100,71]",2025-12-04,"Video, Image, Related searches, AI overview",informational,Organic
mold on the wall is it dangerous,44,44,50,51,1.03,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.16,18800000,"[36,45,45,45,45,18,18,18,100,18,100,100]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
wellington florida commercial wrap,77,77,40,8,0.00,https://totalcarerestoration.com/shrink-wrapping/commercial/,0,0,0.00,0,802000,"[0,100,100,71,71]",2026-01-04,"Local pack, Video, AI overview",commercial,Organic
repairing a cast iron drain pipe,81,81,110,6,8.19,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.4,8840000,"[53,53,53,43,34,15,28,12,34,15,21,43]",2025-12-13,"Local pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
cast iron sewer pipe in basement,92,92,70,7,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.07,548000,"[21,21,21,28,28,21,15,21,21,28,21,21]",2025-12-28,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
restoration west palm beach,15,15,40,31,6.80,https://totalcarerestoration.com/water-damage-restoration/residential/west-palm-beach/,0,0,0.00,0.35,5210000,"[27,36,36,27,18,36,63,27,36,45,18,27]",2026-01-02,"Local pack, Video, Image, Related searches",commercial,Organic
water damage repair fort lauderdale,36,36,50,8,0.00,https://totalcarerestoration.com/fort-lauderdale-restoration-service/,0,0,0.00,1,2400000,"[9,9,9,19,23,33,19,23,23,52,42,23]",2025-12-09,"Local pack, Video, Ads bottom, Related searches",commercial,Organic
restoration places near me,1,1,70,34,16.39,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0.71,169000000,"[29,52,41,29,29,29,41,64,41,41,64,52]",2025-10-19,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,People also ask
fort myers hurricane ian repair services companies,12,12,70,0,0.00,https://totalcarerestoration.com/hurricane-ian-tarps-water-damage/,0,0,0.00,0,570000,"[41,100,23,52,5,0]",2025-12-30,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
moldy sheetrock,39,39,880,21,6.22,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.27,178000,"[8,10,24,13,13,100,100,66,36,10,24,16]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
how to find mold behind walls,24,24,30,16,1.28,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.68,43500000,"[5,5,5,2,2,5,6,2,2,4,2,2]",2025-12-03,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
water damage pompano beach fl,15,15,70,10,37.88,https://totalcarerestoration.com/water-damage-restoration/residential/pompano-beach/,0,0,0.00,0.11,748000,"[14,14,28,35,28,28,21,78,28,78,78,100]",2025-12-24,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
ac repair deerfield beach fl,62,62,50,5,40.77,https://totalcarerestoration.com/problems/ac-leak-water-damage/deerfield-beach/,0,0,0.00,0.87,206000,"[7,14,14,7,7,14,28,35,78,78,100,64]",2026-01-04,"Local pack, Image, Related searches",commercial,Organic
what does a moisture meter do,48,48,70,34,0.00,https://totalcarerestoration.com/what-is-a-moisture-meter-the-best-measurement/,0,0,0.00,0.03,38400000,"[35,14,28,50,35,35,35,50,64,100,100,78]",2025-12-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
toilet flooding how to stop,51,51,170,3,7.34,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.3,5490000,"[43,22,43,35,35,22,22,66,66,29,22,43]",2025-12-13,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
what is a moisture meter,51,36,210,26,0.32,https://totalcarerestoration.com/what-is-a-moisture-meter-the-best-measurement/,0,0,0.00,0.74,49000000,"[80,65,80,53,42,53,53,80,80,100,80,80]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
replacing a cast iron drain pipe,15,15,50,25,9.54,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.53,11600000,"[45,45,45,45,63,63,63,45,45,45,45,45]",2025-12-09,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Short videos, Ads middle, AI overview",informational,Organic
ozone deodorization,53,53,50,39,0.92,https://totalcarerestoration.com/do-ozone-generators-work-for-fire-damage-odors/,0,0,0.00,1,630000,"[42,66,0,0,0,42,80,0,4,4,4,0]",2026-01-04,"Sitelinks, Video, Ads bottom, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
cast iron pipe clamp,2,2,70,7,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.99,7590000,"[33,42,23,33,33,33,33,33,42,42,33,42]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",People also ask
miami humidity,35,35,880,53,0.00,https://totalcarerestoration.com/beat-miamis-humidity-top-tips-for-a-mold-free-home/,0,0,0.00,0,13200000,"[24,24,20,30,30,54,30,36,54,41,41,30]",2025-11-27,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
fire damage repair costs,27,0,140,21,0.00,https://totalcarerestoration.com/fire-damage-repair-estimator/,0,0,0.00,0.15,69600000,"[17,17,28,28,43,43,35,17,100,28,17,28]",2026-01-06,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to clean up after smoke damage,23,23,40,29,2.62,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.65,214000000,"[52,100,11,11,11,11,11,11,11,11,11,11]",2025-12-11,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
replacing cast iron pipe with pvc cost,52,52,90,0,5.65,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.56,10,"[42,53,80,42,26,34,26,26,15,26,19,26]",2025-11-23,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
cast iron pipes plumbing,15,15,70,22,6.97,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.27,10500000,"[41,23,41,64,11,5,11,11,41,64,100,23]",2025-12-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know",commercial,Organic
water restoration companies in gulf coast,93,93,90,0,0.00,https://totalcarerestoration.com/services/water-restoration/,0,0,0.00,0,28700000,"[14,14,9,23,23,52,33,42,23,80,100,80]",2025-12-10,"Local pack, Sitelinks, Ads bottom, Related searches",commercial,Organic
cast iron pipes in old houses,19,19,50,0,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.01,4160000,"[21,6,15,12,15,15,15,9,28,34,28,28]",2025-12-27,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
tsunami in miami 2025,55,55,140,26,0.00,https://totalcarerestoration.com/the-2025-miami-flood-we-thought-about/,0,0,0.00,0,7740000,"[0,0,0,0,0,100,17,14,17,32,3,4]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
fix cast iron pipe,96,96,140,2,8.06,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.64,9450000,"[82,100,17,10,10,12,5,7,82,10,23,28]",2026-01-01,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Short videos, AI overview","informational, transactional",Organic
plumbing venting systems,13,13,110,1,10.41,https://totalcarerestoration.com/exploring-advanced-venting-solutions-for-plumbing-drains-what-you-need-to-know/,0,0,0.00,0.07,10,"[2,4,3,2,5,0,1,0,0,5,100,9]",2025-11-17,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, Things to know, Discussions and forums, AI overview",informational,Organic
restoration dehumidifier,21,21,90,7,3.32,https://totalcarerestoration.com/restoration-dehumidifiers/,0,0,0.00,0.92,1310000,"[65,28,21,21,21,21,21,21,21,28,28,21]",2025-11-27,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
can mold behind walls make you sick,75,75,50,43,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.05,6850000,"[64,82,29,29,29,23,17,29,29,29,29,17]",2025-12-12,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
roof tarping services,100,100,170,25,15.43,https://totalcarerestoration.com/roof-tarping/,0,0,0.00,0.51,4060000,"[21,15,53,65,65,65,65,65,81,100,43,28]",2025-12-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
cast iron pipe replacement near me,29,29,50,16,12.70,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.3,15400000,"[52,9,9,9,100,23,9,14,14,23,19,33]",2025-12-01,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
how to remove mold from furniture wood,72,72,390,19,0.62,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.51,16500000,"[100,67,67,44,36,44,29,29,29,54,23,7]",2025-10-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
use of moisture meter,80,80,40,19,0.40,https://totalcarerestoration.com/what-is-a-moisture-meter-the-best-measurement/,0,0,0.00,0.49,36300000,"[18,100,18,18,18,100,100,27,27,0,9,0]",2025-12-15,"Video, Video Carousel, Related searches, AI overview",informational,Organic
mold detection equipment,1,1,70,11,0.74,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.69,10,"[100,100,100,18,45,45,63,63,45,63,63,63]",2025-11-13,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
toilet overflow cleanup,11,11,140,7,22.84,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.33,0,"[26,42,7,19,53,42,65,100,80,42,100,100]",2025-11-09,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, AI overview",informational,Organic
storm damage restoration specialists,54,54,40,,0.00,https://totalcarerestoration.com/storm-damage-restoration/residential/hollywood/,0,0,0.00,0,11800000,"[9,36,18,81,100,27,0]",2026-01-03,"Local pack, Video, Ads bottom, Related searches",commercial,Organic
